,ra,dec,type,u,g,r,i,size
2233,185.136061303,15.1369786404,3,26.46996,22.55379,20.98613,20.62237,3.420072
2234,185.136005907,15.0530264563,3,25.43554,23.08581,21.73767,21.51168,1.245331
2235,185.136009242,15.0779246938,3,26.52037,23.89953,21.11695,19.91852,1.474164
2236,185.024832449,15.1675978006,6,25.42542,25.18019,22.49823,24.23069,1.150498
2237,185.099145038,15.1616654397,6,25.75227,22.44242,20.88627,19.81923,0.5903286
2238,185.025005042,15.1796829239,3,21.79947,22.37588,20.56433,19.44729,1.716692
2239,185.136100072,15.0004323927,3,24.23173,22.5872,22.19236,21.77974,0.6334511
2240,185.135157244,15.0457757098,6,22.90602,22.0265,21.84128,21.88177,2.706321
2241,185.099178816,15.1616454871,6,24.95869,22.3774,20.94099,19.75969,0.701915
2242,185.103387247,15.0245208277,6,24.75087,22.91642,25.22218,23.17923,1.164992
2243,185.063920109,15.1682229789,3,22.83605,21.93468,20.9337,20.32592,0.7636486
2244,185.063458905,15.1142182325,3,24.05568,22.11719,21.27373,20.99666,-9999.0
2245,185.027297914,15.1662891576,3,24.55245,22.57889,22.03539,21.60115,0.8690832
2246,185.02688456,15.1439955579,3,25.21449,22.76623,22.623,23.04472,0.09720427
2247,185.192434436,15.0066964884,3,23.41738,23.28302,22.43772,22.59716,0.3369253
2248,185.191608109,15.0742192541,3,22.53947,22.32099,21.85183,21.23842,0.970965
2249,185.191387542,15.1431935782,6,23.70588,21.42285,21.03374,21.069,-9999.0
2250,185.191367064,15.1432041362,6,23.24284,21.4139,20.96735,20.99195,0.2879666
2251,185.191513969,15.0353232877,3,21.15801,19.90892,19.0542,18.60165,1.165398
2252,185.191513992,15.0353234339,3,21.14429,19.89326,19.0417,18.5848,1.260251
2253,185.192138921,15.1747780456,6,19.71115,18.28577,17.79281,17.63339,0.5992094
2254,185.192156735,15.1747848136,6,19.67093,18.28075,17.78059,17.61991,8.764027
2255,185.13969459,15.1805134974,3,25.04553,22.94031,22.12788,20.77972,0.7561505
2256,185.139622738,15.1591410379,6,22.04777,19.7965,18.30126,17.00566,0.6160635
2257,185.139642438,15.1591482458,6,21.95695,19.78826,18.29331,17.00648,0.6140072
2258,185.139695092,15.1385434396,3,23.65781,24.00015,23.07796,21.57629,0.6994612
2259,185.192409496,15.0010956587,6,22.16624,24.7806,25.29643,23.87826,0.5986704
2260,185.139640493,15.1591152347,6,21.70184,19.79526,18.3328,17.04705,0.7870417
2261,185.139650014,15.1591144112,6,21.79177,19.78989,18.33067,17.04059,0.7927999
2262,185.139721854,15.1382992436,3,23.91831,24.20397,23.83762,23.303,0.8641214
2263,185.139063631,15.0774043683,3,24.56449,23.15019,22.2801,20.47603,2.148475
2264,185.064100036,15.1976279648,6,26.29112,25.38774,23.2364,21.92808,0.438746
2265,185.139076603,15.1688085348,6,23.95534,23.67692,22.18408,21.71927,0.5600694
2266,185.063334889,15.0214632008,6,25.25262,22.83314,21.79578,21.90713,0.9866914
2267,185.027639026,15.1011231735,3,22.62214,22.40965,21.03623,20.90135,1.035424
2268,185.027186938,15.1258674388,3,23.06881,23.85715,22.22374,21.81044,0.9057539
2269,185.026928958,15.1648810614,3,24.86817,25.35929,22.95426,21.77488,0.5327961
2270,185.027282946,15.1662450714,3,22.45118,22.83615,21.78146,21.51328,0.6035302
2271,185.027282946,15.1662450714,3,22.58304,22.89079,21.78362,21.51538,0.6057703
2272,185.103075152,15.1211616071,3,22.28996,22.06714,21.38102,21.29643,0.6420178
2273,185.102753906,15.1694283096,6,22.88756,22.02725,20.60852,19.3226,0.608107
2274,185.102488772,15.01936342,6,24.49757,22.42024,22.02316,22.51817,-9999.0
2275,185.063210613,15.0802751753,6,25.12848,22.44036,22.14072,22.0293,0.6325282
2276,185.06304276,15.1023491848,3,25.12127,22.14361,21.04822,20.44173,1.214493
2277,185.063145115,15.0874557344,3,22.40213,21.81626,21.50037,20.91097,1.058849
2278,185.027522576,15.1190750327,3,23.82468,22.22194,20.80726,20.24811,0.9156089
2279,185.027522617,15.1190750219,3,23.83476,22.2195,20.79471,20.23333,0.9401736
2280,185.027376448,15.1775068655,3,22.2697,22.09746,21.40056,21.68674,1.238641
2281,185.027416755,15.1337721906,3,21.49928,20.39726,19.52516,19.25339,1.097826
2282,185.13867943,15.1289294011,3,23.90695,23.7355,22.3929,22.14458,1.253351
2283,185.138707385,15.141427481,3,23.57203,24.40078,23.69186,21.83647,0.6748353
2284,185.138629822,15.1354192361,3,24.05263,21.56368,20.77777,20.35046,1.04682
2285,185.13907907,15.1376656896,3,23.29955,24.24934,22.81457,23.16473,-9999.0
2286,185.138617413,15.135403228,3,22.68618,22.12625,21.25415,20.83258,0.8774991
2287,185.02765299,15.1011418458,3,22.97719,22.39138,21.30388,20.87286,1.62465
2288,185.063415311,15.1142479442,3,22.95529,22.56183,22.10402,22.01223,1.589781
2289,185.063361952,15.0214163449,3,22.68968,22.63329,21.71033,22.02457,0.8339857
2290,185.063191426,15.0803165399,3,24.21372,22.57628,21.58103,22.08938,2.449303
2291,185.063317373,15.087368445,3,23.89958,21.84898,21.61592,21.00224,1.499635
2292,185.063317373,15.087368445,3,23.97832,21.84898,21.61592,21.00224,1.499635
2293,185.027755847,15.0913131949,6,24.04298,23.25687,24.11065,24.35415,-9999.0
2294,185.027510443,15.1190373844,6,24.70163,22.66358,21.24833,20.60007,0.7083882
2295,185.027512895,15.1190382914,3,24.79694,22.09929,20.90752,20.2229,0.9449527
2296,185.027326052,15.1775252537,3,22.16479,22.00599,21.19715,20.98325,1.604783
2297,185.027404975,15.1337604895,3,21.06901,20.29819,19.40718,19.08989,1.233385
2298,185.102358777,15.0834230515,3,20.47344,19.20224,18.42524,18.03046,1.254145
2299,185.139350382,15.004311572,6,21.78476,21.45494,21.33735,21.33157,0.3233719
2300,185.063071411,15.1023421819,3,23.81094,22.87917,21.10113,20.4576,1.523612
2301,185.10308341,15.1211521013,3,24.15351,22.1019,21.75833,21.4302,0.8885649
2302,185.102785423,15.1694289433,6,22.28184,21.87734,20.42824,19.33053,0.7907499
2303,185.102514156,15.0193253767,3,22.9889,22.38499,22.00841,21.76359,1.052039
2304,185.192161174,15.012837686,6,25.05338,23.16086,23.62627,25.69816,-9999.0
2305,185.191861463,15.1075379245,3,23.21421,22.85676,23.40676,23.62593,1.807239
2306,185.191574151,15.0742361437,3,22.64241,22.32129,21.55229,21.36053,0.9090092
2307,185.191380347,15.1432154888,6,22.50878,21.27087,20.92077,20.88382,0.735522
2308,185.191388194,15.1431901167,6,22.48043,21.28031,20.92243,20.89319,-9999.0
2309,185.191552273,15.0353205868,3,21.12325,19.96193,19.10801,18.67339,1.308976
2310,185.191552407,15.035321025,3,21.06108,19.93505,19.08214,18.64609,1.436165
2311,185.192155951,15.1747647596,6,19.6009,18.27693,17.80716,17.62359,0.740569
2312,185.192162709,15.1747665139,6,19.58824,18.27414,17.80502,17.61739,0.7464319
2313,185.102331479,15.0834456483,3,20.96904,19.18601,18.39887,18.03958,1.062168
2314,185.139589264,15.180541079,3,23.35267,23.05824,21.91348,21.30186,0.8988752
2315,185.139666639,15.0829244194,6,24.87304,25.56038,22.85373,22.69055,0.5580253
2316,185.13903054,15.1687730946,6,23.69343,24.89189,22.28188,21.52343,0.6768999
2317,185.139364885,15.004309666,6,22.2903,21.55571,21.38374,21.75231,4.061462
2318,185.138917944,15.0130221285,3,26.30271,22.79599,26.03675,23.49482,-9999.0
2319,185.139163061,15.1053290272,3,24.47699,21.44778,20.4604,19.86655,1.596251
2320,185.138591114,15.081280453,3,24.08302,22.74387,21.01661,20.47692,1.080111
2321,185.138591096,15.0812804249,3,24.12366,22.36824,20.64646,20.1238,1.105666
2322,185.138749059,15.1030199012,3,23.09404,22.27319,21.68815,21.43534,1.929957
2323,185.139318435,15.0043423127,6,21.47847,21.39519,21.39491,21.25214,0.7031815
2324,185.139135661,15.1053890725,3,22.32671,21.2698,20.43008,19.90091,1.494368
2325,185.138748984,15.1030092755,3,24.03792,22.14325,21.58633,21.58219,0.9801076
2326,185.063975373,15.1682461585,3,22.79123,22.03298,20.809,20.2946,0.8642639
2327,185.063469942,15.0973858919,3,23.17156,22.78197,22.26579,22.58558,0.8496825
2328,185.10675646,15.0455123232,3,22.94127,22.91114,21.8901,21.63078,0.9867717
2329,185.106807295,15.1375449607,3,25.22996,22.66959,22.05426,21.7333,1.160018
2330,185.106630428,15.1422212001,3,23.84004,24.34124,24.89468,21.74157,0.853982
2331,185.106881445,15.148601283,3,22.89519,22.20455,21.80896,21.24504,1.077409
2332,185.026275561,15.1555246521,3,23.42362,22.63691,21.52979,20.61083,0.987806
2333,185.026245061,15.0129387224,6,25.22019,22.63191,24.70823,25.57387,-9999.0
2334,185.025778212,15.0094459354,3,25.34877,22.90481,21.90554,21.38842,1.779347
2335,185.026094574,15.1844851174,3,23.40845,22.78236,21.94625,22.01478,0.562865
2336,185.171939427,15.0509632601,6,24.77677,22.70296,21.35442,20.62455,0.6346822
2337,185.171511544,15.1439624134,3,12.46776,9.559992,8.61447,11.87753,3.990055
2338,185.171511794,15.1439648034,3,12.4634,9.559937,8.614264,11.85494,4.12203
2339,185.171530871,15.1439722544,3,12.40582,9.56716,8.6206,11.95,4.253851
2340,185.069613923,15.1084351178,6,25.68042,23.71791,22.52055,21.67358,0.452722
2341,185.026307752,15.1555965404,3,23.29967,22.9872,21.80768,20.894,0.6545218
2342,185.026820861,15.0093825355,6,23.63815,25.57318,25.28191,24.82032,-9999.0
2343,185.025779579,15.0094349983,3,22.62967,22.90895,21.46714,21.11759,0.7027447
2344,185.144444426,15.1643001944,3,26.61644,22.33126,24.37195,26.62293,-9999.0
2345,185.14396119,15.0250694259,3,23.17547,22.29137,21.56708,21.22182,0.8706798
2346,185.14396119,15.0250694259,3,23.21511,22.29137,21.56708,21.22182,0.8706798
2347,185.026387312,15.1820677066,3,19.71488,18.9027,18.40358,18.08174,1.193087
2348,185.026245455,15.1697273144,3,22.1952,21.64272,20.89098,20.61786,0.9410551
2349,185.026245455,15.1697273148,3,22.30203,21.64281,20.89107,20.61765,0.9388983
2350,185.026070164,15.13110347,3,23.39066,23.01076,22.37115,22.28927,2.071065
2351,185.02638228,15.1820613146,3,19.66676,18.86161,18.36907,17.97252,1.299169
2352,185.02638228,15.1820613142,3,19.65791,18.85242,18.35976,17.96351,1.293613
2353,185.171919514,15.123017438,3,19.94064,19.16024,18.53502,28.88894,-9999.0
2354,185.171523818,15.0228682163,3,24.2327,21.72191,20.14036,19.54562,0.8930922
2355,185.171495187,15.0255603548,3,22.05397,21.63254,21.19525,20.85748,0.5513141
2356,185.143918332,15.0250610864,3,22.97425,22.07678,21.19316,20.8906,0.7345505
2357,185.17181198,15.1645671603,3,20.81223,19.01813,17.99178,31.09727,-9999.0
2358,185.171968498,15.050929236,6,23.81077,23.08475,21.4803,20.71171,0.8176624
2359,185.171937489,15.1067447984,3,23.82541,22.37411,22.08852,21.065,0.7607327
2360,185.171957921,15.1230572777,6,22.62804,22.22149,22.01666,21.8751,0.2891138
2361,185.171509241,15.1439499278,3,12.61089,9.609232,8.643597,8.344616,4.510882
2362,185.171509238,15.1439499225,3,12.60215,9.592584,8.629543,8.335053,4.518852
2363,185.143396523,15.0005157129,3,23.24935,23.94592,23.14376,21.92272,0.7427543
2364,185.171006504,15.0367981038,3,22.88934,22.63818,21.91326,21.53393,0.978332
2365,185.143383777,15.0005013107,3,22.83402,23.07339,22.20459,21.33852,0.5563154
2366,185.106386656,15.1542310744,3,22.59731,21.94662,21.20568,20.92993,0.7513158
2367,185.105845356,15.1026219573,3,23.3542,21.05435,20.30695,20.27196,1.959939
2368,185.02650831,15.1932349326,6,23.46659,22.57946,22.66945,22.20221,0.9618742
2369,185.026382225,15.1792059007,6,22.91179,23.02361,23.26502,22.46764,0.8915679
2370,185.026073582,15.1844422172,3,23.13075,22.79829,22.00164,21.69871,2.291349
2371,185.026251635,15.1697285844,3,22.17074,21.87945,21.14196,20.98805,0.6136223
2372,185.143923258,15.132335481,6,25.62035,25.77815,22.51299,23.44557,0.5284534
2373,185.143522758,15.1309158676,6,24.44631,24.50783,24.69189,22.7014,0.4192477
2374,185.143784198,15.1314209548,6,25.10817,24.44307,23.03356,22.60469,0.5067452
2375,185.144354104,15.147240276,3,25.24765,23.85772,22.31532,21.73093,0.7304279
2376,185.106365186,15.14212154,6,23.92992,23.11393,23.35981,22.4724,0.9168093
2377,185.10586428,15.1414653737,3,24.04993,25.32872,25.80618,21.93267,0.6925529
2378,185.10686073,15.1486092273,3,23.72627,22.0401,21.43152,22.75624,0.4640878
2379,185.1714826,15.0256007221,3,22.00554,21.73623,21.03476,20.77883,1.121808
2380,185.171506149,15.0228547135,3,23.98929,21.79007,20.05956,19.38856,1.363
2381,185.171171531,15.0635612828,3,21.9907,21.07845,20.05271,21.81134,8.163319
2382,185.170965975,15.0367371661,6,22.74667,22.69527,22.40502,22.14392,-9999.0
2383,185.144491818,15.1383505208,3,25.83999,24.19038,24.23666,22.01612,1.068841
2384,185.171491725,15.1439473008,3,12.6586,9.581748,8.614206,8.332913,4.384937
2385,185.171488337,15.1439423212,3,12.63452,16.0986,11.59509,15.27747,4.456294
2386,185.070180113,15.1680470968,6,26.16938,25.1311,22.71444,25.72583,-9999.0
2387,185.069605973,15.1083644217,3,25.6452,23.09182,22.32193,21.9881,0.9530106
2388,185.106700454,15.0455313172,3,23.75987,23.31816,22.14708,22.18446,1.008628
2389,185.106405712,15.1541999977,3,22.64218,21.63445,20.97808,20.79933,0.6679808
2390,185.026388029,15.0033755416,3,22.06938,23.41422,21.1784,21.21915,0.6595199
2391,185.02577958,15.0094349997,3,22.63094,22.93913,21.4663,21.11697,0.7117304
2392,185.170991935,15.1440136302,6,19.09241,18.13428,17.82278,9.127848,0.6252149
2393,185.10609352,15.0708107521,3,24.45956,22.65339,22.1278,21.21908,0.9739479
2394,185.144181548,15.1472343118,3,23.44359,23.45908,21.6325,20.7227,2.053757
2395,185.143397003,15.0004241648,6,24.82401,23.98358,22.89501,21.7122,0.6528926
2396,185.105853853,15.0407016932,3,24.19032,26.10339,23.48564,21.17513,0.5406491
2397,185.069306798,15.0298491508,6,23.27385,23.18374,22.74552,21.69619,0.571195
2398,185.183587183,15.0453393398,3,25.93961,25.28368,22.24355,20.69842,1.157595
2399,185.023143284,15.178746195,3,21.89513,20.82732,20.25233,20.02502,1.316016
2400,185.023143602,15.1787466584,3,21.25618,20.25065,19.62067,19.02455,4.361293
2401,185.024134402,15.1557609827,3,23.00555,22.43996,21.8375,21.11907,1.2946
2402,185.023762595,15.0178326951,3,22.60963,22.8127,21.85009,22.02531,0.8859389
2403,185.023683334,15.1381758558,3,22.44728,20.58189,19.16508,18.59068,1.396228
2404,185.023683334,15.1381758557,3,22.39414,20.54423,19.13169,18.5574,1.415714
2405,185.024228471,15.1650869463,3,23.24662,23.47198,22.91506,21.76601,0.7230473
2406,185.101926997,15.1435775477,6,14.93174,12.63,12.15121,11.97791,2.087608
2407,185.101926997,15.1435775477,6,14.93473,12.62927,12.15008,11.97701,2.087141
2408,185.101939463,15.1435793556,6,15.05175,12.63063,12.14071,11.95534,2.091197
2409,185.183918872,15.0985652934,3,26.44253,22.37251,21.40597,20.94879,2.303739
2410,185.183798616,15.1221240833,3,28.88101,18.92745,18.01618,29.60515,-9999.0
2411,185.183403478,15.1611317714,3,28.39925,19.2281,18.72647,30.41851,-9999.0
2412,185.183140618,15.0653697579,3,25.16257,21.90874,20.89009,21.09811,5.457875
2413,185.102180568,15.1769631169,3,21.3319,24.60683,25.61452,24.04712,-9999.0
2414,185.184023555,15.1051121939,3,22.76294,22.10217,21.36093,20.89776,1.442636
2415,185.184023555,15.105112194,3,22.76275,22.10201,21.36074,20.89749,1.441834
2416,185.184044231,15.1497334278,6,24.153,23.32832,22.01517,21.55676,0.520382
2417,185.138555335,15.0812839504,3,24.30974,22.94956,20.84722,20.34843,1.014473
2418,185.138555341,15.0812839593,3,24.35834,21.99902,20.57385,20.06218,1.054157
2419,185.138369857,15.1772153795,3,22.68573,21.96992,22.77495,21.93276,0.568391
2420,185.138273655,15.133417847,6,19.63114,18.08774,17.42736,17.19627,0.6209764
2421,185.183628609,15.0452311777,3,25.79914,24.9418,22.7132,21.33978,1.082858
2422,185.183204407,15.0654494973,3,24.61036,23.26596,21.94486,21.91728,0.4693587
2423,185.184012934,15.1050215092,3,23.03459,21.84636,21.20977,20.69893,1.261523
2424,185.183904612,15.098609867,3,23.57345,22.40804,21.81037,22.3128,0.7302126
2425,185.183753483,15.1221677694,6,23.2492,22.51925,22.12437,22.32313,-9999.0
2426,185.138315796,15.1771184073,3,23.57836,22.98352,22.26613,22.51674,0.6865938
2427,185.183952012,15.0305403429,3,25.18852,24.19588,24.75273,21.75877,0.7214584
2428,185.183925306,15.0282512816,6,24.45387,22.74125,23.30921,21.39688,0.8847809
2429,185.138292419,15.1333907518,6,19.68923,18.05856,17.41649,17.22848,0.7919653
2430,185.064299266,15.0061979381,3,24.29528,22.12773,20.75929,20.15878,0.9895756
2431,185.101799161,15.1819627332,6,24.83136,24.30088,24.71334,23.08444,0.0521531
2432,185.101367359,15.1663328104,3,22.22055,22.56474,21.89941,21.29997,0.5154849
2433,185.101267204,15.1589071529,6,23.19546,23.40482,22.79773,21.5368,0.5052601
2434,185.064414993,15.1477734067,3,25.92123,22.69128,21.84826,20.87381,1.234132
2435,185.101935199,15.0503704932,3,25.78405,23.63688,22.07339,21.50122,0.6003554
2436,185.024183238,15.1557452038,3,23.81974,23.18818,22.11875,21.76524,0.6374182
2437,185.023734056,15.1030906787,3,23.98434,23.58128,21.83571,21.42516,1.050546
2438,185.023676947,15.0178141738,6,24.04884,23.42726,22.26547,21.96539,0.4057941
2439,185.024077961,15.171586094,3,22.94197,23.75249,23.32473,21.03002,1.105963
2440,185.138256933,15.1132669136,3,22.24087,21.71441,20.95167,20.67368,1.16662
2441,185.137738243,15.1243261391,6,23.05764,24.14026,22.39045,22.72428,0.4955717
2442,185.137508266,15.1245864897,3,22.66016,20.97169,20.06387,19.66229,2.742579
2443,185.13754886,15.12453914,3,22.08871,21.08715,20.13607,19.80107,3.959877
2444,185.101672484,15.0697071102,3,24.53607,22.04284,21.41993,21.01054,0.5666767
2445,185.065314208,15.1837985703,3,22.5946,20.99204,20.18451,19.82991,1.015258
2446,185.06471384,15.154866989,3,23.77242,22.53197,21.84081,21.0871,1.133159
2447,185.064242951,15.0061983562,3,25.03777,22.07284,20.73396,20.08478,1.111221
2448,185.023104252,15.1787460986,3,22.34123,20.87339,20.27678,20.08456,1.154889
2449,185.02310516,15.1787479533,3,21.44545,20.3577,19.74752,19.0892,5.524684
2450,185.023675664,15.1381850842,3,24.70026,20.8057,19.27394,18.71798,1.424699
2451,185.023674191,15.1381849114,3,24.687,20.68796,19.16791,18.61069,1.558021
2452,185.101352095,15.147732922,3,23.34409,23.58311,24.76815,21.99769,1.050077
2453,185.101335702,15.1490332533,6,25.65628,24.79528,25.14323,21.97754,0.5108784
2454,185.13760116,15.0090937702,3,24.07321,22.72564,22.04603,21.92096,1.093107
2455,185.138254026,15.113212081,3,21.99136,21.56052,20.86555,20.67171,0.9438623
2456,185.137557454,15.1245155067,3,21.4956,21.26634,20.39981,20.09756,1.08173
2457,185.137557454,15.1245155067,3,21.49562,21.26628,20.3998,20.09756,1.081965
2458,185.102182047,15.1820032611,3,22.89823,24.1069,22.94534,21.35077,0.7969369
2459,185.065207853,15.1980198711,6,25.61547,25.15297,25.40225,21.82667,0.288083
2460,185.10194734,15.0504724783,6,23.40225,23.74166,22.62287,21.88272,0.3757056
2461,185.101380723,15.158845699,3,23.5353,22.94775,21.35981,20.52584,0.6928794
2462,185.065055694,15.0776707324,6,22.72275,23.26919,22.03466,22.14219,0.5970247
2463,185.064424843,15.1478323532,3,22.89014,25.08221,22.47444,21.58471,1.013544
2464,185.023673677,15.1030721062,3,25.41632,24.17023,22.05909,21.41214,0.9602679
2465,185.024174316,15.1715818791,3,21.38458,21.9394,21.02383,20.02448,2.410245
2466,185.101685646,15.0697240459,3,22.67083,22.01564,21.35769,20.92293,1.161925
2467,185.10190427,15.1435957128,6,14.75168,12.67162,12.16518,11.94338,1.976008
2468,185.10190427,15.1435957129,6,14.76064,12.6712,12.16392,11.94227,1.97589
2469,185.101908096,15.143595792,6,14.80576,12.67427,12.15904,11.93453,1.979093
2470,185.065022903,15.0533918114,3,26.5837,22.20672,20.99582,24.31035,-9999.0
2471,185.101461966,15.1663449645,3,23.03829,22.44023,22.26465,21.96166,0.5224524
2472,185.065277446,15.183746021,3,21.82806,21.165,20.29196,20.01998,1.057513
2473,185.065277435,15.1837460046,3,21.39606,20.83389,19.93318,19.67425,1.078082
2474,185.064635525,15.0108346249,6,24.14777,25.0249,23.841,22.18529,0.2917569
2475,185.064730416,15.1549484253,3,23.85115,22.63966,21.6868,20.86819,0.8694347
2476,185.06427784,15.0062409358,3,22.9338,22.25187,20.56203,20.00594,1.004045
